[29.154, 21.629, 1.6, 7.67, -16.806, 4.243, -1.637, 17.618, 0.676, 12.683, 13.716, 23.037, -0.562, -2.114, -1.102, 4.187, 14.464, -0.91, 11.547, 13.467, 5.71, 7.303, -6.709, -11.963, 9.808, 19.364, 29.254, -9.613, -7.061, -6.37, -4.511, 5.552, 17.025, -0.79, -4.151, 2.283, 6.787, 11.501, -2.484, 11.683, -1.311, -1.356, 4.476, -7.691, 7.881, 27.41, 0.134, 4.213, -7.625, -4.225, 9.16, 12.248, 20.329, -7.502, -25.102, 0.728, 16.089, -5.794, -4.301, 20.637, 14.539, 5.169, 15.912, 12.346, 3.278, 5.492, 2.811, None, None, None, None, -10.112, 10.089, 5.175, 3.582, 1.371, 16.456, -7.706, 7.35, 7.912, 24.468, 15.576, -3.12, 5.374, 26.428, -6.202, 8.917]
[18.147, -0.583, 13.348, 3.295, -1.945, 17.892, -17.703, 1.16, 10.728, -11.716, 4.826, 17.778, -1.223, -7.514, 17.457, 10.488, 18.454, 7.982, 22.362, 8.047, -7.152, 10.132, 6.066, 9.709, 9.707, 12.633, 18.59, -10.021, -6.88, -1.732, 22.076, 6.152, 3.768, -8.478, 7.162, 25.359, 9.062, 15.321, -3.921, 6.136, 6.303, 19.995, 11.537, 7.782, 6.227, 7.974, 7.444, 8.792, 22.865, -2.966, -3.765, 4.953, 6.806, -14.262, -1.348, -1.811, 9.793, 3.365, 9.813, 15.282, -9.254, 12.5, 29.32, 13.573, 12.887, -8.505, -4.363, None, None, None, None, 13.794, 11.376, -6.95, 4.203, -15.498, -12.54, 13.575, 11.248, 25.947, -2.823, 3.766, -1.001, 5.677, 7.736, 21.022, 7.322]
[4.744, -3.482, 3.918, 5.667, 14.419, 26.189, 1.872, -5.493, 3.923, -8.601, 7.46, 11.683, 0.734, -22.971, 13.828, 6.511, 1.17, -3.082, -4.182, 6.319, -7.154, 6.202, 7.275, -4.175, 6.792, -1.743, -7.342, 10.107, 18.261, 8.031, 4.32, 0.169, 8.962, -3.128, 0.647, -1.152, -7.201, 2.261, 6.147, 5.874, -6.246, 8.092, -7.177, 25.255, 8.075, 19.252, 23.075, -4.105, 8.559, -14.701, 13.335, 10.422, -5.03, -5.247, -2.376, -6.268, 15.726, 5.064, 14.999, 16.651, 10.462, 12.634, 16.538, 16.036, -0.69, -4.485, 8.347, None, None, None, None, -0.123, -4.242, 10.018, 4.123, 7.639, 7.23, -8.218, 8.897, 6.562, 2.26, 0.544, 12.861, 0.18, 3.219, 23.078, -5.876]
[-2.364, 1.198, -3.484, 5.079, 6.145, -9.836, -10.824, 14.822, -12.082, 8.429, -4.189, 7.02, 5.046, 2.76, -3.953, 12.563, -6.574, 0.919, 13.273, -2.303, 14.062, 2.143, 5.713, 16.45, -11.999, -7.565, -0.384, 8.691, -0.469, 14.66, -13.508, -9.308, 4.231, 6.976, 24.473, 1.263, 10.182, 14.642, -5.847, 0.342, 4.218, -2.881, -14.243, -0.002, 15.332, 5.326, -1.182, 7.24, -2.737, 7.641, -2.827, 3.492, 23.527, 7.01, 27.047, 9.421, 6.349, 14.136, 2.788, 6.696, 9.628, 0.598, 5.975, 24.106, 10.465, 1.59, 15.071, None, None, None, None, -1.458, 10.983, 11.143, 1.75, 8.164, -0.12, 0.861, -1.991, -2.044, 14.699, 0.651, -4.103, 18.135, 10.79, -10.555, 13.968]
[6.334, 22.905, -3.424, 17.22, 13.79, 11.178, 7.104, 16.814, 9.911, -10.99, -1.072, 19.831, -3.078, 10.539, 23.697, -3.774, -9.799, 9.951, 5.678, 7.109, 26.33, -0.018, -1.249, -12.735, 14.389, -1.793, -2.607, 3.793, 22.946, 24.751, 10.579, -2.447, 1.092, -0.571, -3.973, -2.929, -3.313, 6.602, 9.216, -1.891, -2.055, 6.887, 4.531, 20.939, 10.894, 12.165, 10.469, -2.136, 10.489, 35.328, 1.115, -8.066, 7.381, -5.617, 10.625, 11.169, 8.142, 21.283, 9.311, 11.663, -8.852, 29.789, 14.711, 16.755, 6.145, 10.139, 5.037, None, None, None, None, 1.979, 7.696, 6.977, -11.335, -14.536, 0.239, 6.823, 0.309, -1.466, 18.056, 14.965, -14.449, 8.579, 21.271, 7.488, 19.558]
[3.668, -22.194, 11.407, 3.721, 4.494, 8.59, 7.611, -2.553, 2.74, -18.006, -5.068, 6.583, -12.471, -9.765, 14.996, -5.017, -8.093, 10.344, 12.161, -4.781, -1.483, 4.176, 24.682, 0.877, -6.12, 9.495, 4.153, 4.598, -8.253, -1.582, 20.484, 13.505, 16.951, 3.463, 7.008, -5.856, 2.892, 3.756, 25.015, 2.856, 14.677, -5.804, -2.255, 5.426, 11.426, 18.545, -4.756, 1.665, -3.578, 7.88, 28.86, 15.595, 1.665, -25.765, -13.818, 2.555, 17.249, 3.641, 16.969, 6.898, -15.194, 1.015, -9.502, -0.898, -8.282, 15.059, -9.251, None, None, None, None, 11.157, -17.774, -3.791, 13.844, 10.886, 8.466, -2.631, 13.716, 8.917, 6.398, 5.914, 8.015, -14.564, -8.536, 8.724, 11.115]
[-3.691, 10.469, -14.49, 30.136, -1.513, 8.883, 13.278, 9.931, -6.97, 2.947, 6.929, -4.356, -8.664, -4.662, -2.352, 12.276, 6.194, -9.371, -6.512, -0.682, 22.531, -6.179, 10.586, 11.358, -0.98, 7.841, 5.343, 22.671, -0.119, -8.107, -1.657, 8.557, 3.478, 3.533, -5.674, 15.227, 2.067, -12.62, 3.974, 5.125, 16.066, 10, 21.487, 11.213, -15.238, 2.196, 12.904, -1.497, 8.479, -5.095, -5.751, -10.792, 16.981, 13.658, 20.984, 16.237, 9.727, 5.427, 3.755, 0.601, -4.592, 12.338, 2.31, -8.588, 11.587, 27.365, 17.464, None, None, None, None, 12.502, -4.752, 10.105, 3.26, -3.057, -12.408, 13.445, 1.649, 5.724, 22.61, 2.214, -8.797, 14.976, -11.88, -14.671, 20.566]
[6.934, -0.17, -2.275, 8.439, 7.352, 11.835, 8.101, 23.473, -4.305, 15.418, 12.453, -12.312, -2.649, -2.569, 12.233, -2.792, 32.532, 9.587, -4.836, 26.748, -20.837, 13.261, 5.479, 10.935, 3.945, -1.566, 14.205, -16.298, 7.517, -9.519, -15.36, 5.517, 3.07, 8.334, 6.275, 19.054, -6.7, -8.405, -11.949, -4.42, 10.894, -2.442, 1.524, 10.562, 7.261, -9.27, 7.119, 15.372, -2.974, 4.351, -3.211, 14.742, 23.606, 7.908, -1.128, 14.38, -9.263, 15.621, 1.164, 13.072, 15.435, 5.352, 11.714, 4.59, 8.071, 3.502, 8.354, None, None, None, None, 30.743, -3.874, 11.189, 8.236, 10.361, 2.515, 2.534, 9.459, 17.148, -0.822, -0.751, 0.48, -12.139, -12.279, 10.274, 22.738]
[-1.444, 2.069, 6.926, 15.48, -8.811, 20.381, -10.941, -6.383, 14.11, 7.211, -10.074, 1.887, 11.829, 0.293, 7.567, 11.575, -11.364, 12.818, 0.384, -4.982, 3.477, 3.864, 12.473, -17.78, -20.826, 13.05, 10.06, 0.469, -1.567, -4.245, -2.888, 1.782, 7.553, 1.226, 3.984, 1.952, 17.416, -13.799, -0.223, 21.108, 12.13, 12.028, 8.719, -11.807, -2.94, 6.796, 14.068, 21.974, 29.982, 8.512, -6.226, 12.511, 6.831, 7.559, -10.775, 5.848, -9.115, 3.865, 7.303, -3.603, -9.241, 5.892, 21.211, 5.035, 5.218, -5.738, 6.254, None, None, None, None, -12.416, 2.99, -11.389, -8.193, 12.045, -22.206, 1.036, 16.732, -6.402, -3.616, 13.502, -10.455, 1.934, 21.319, 9.952, 6.922]
[-2.289, 31.968, 27.349, -7.907, 6.041, -1.957, -10.24, 4.149, 4.634, 22.98, -10.946, -5.667, 12.759, 8.696, 12.713, 13.24, 0.587, -7.62, -5.131, -16.905, 8.869, 1.617, 2.972, -0.5, -1.968, 7.959, -20.814, 6.025, 12.272, -1.802, 4.766, 4.268, -7.849, 11.302, 7.718, 2.443, 17.729, 0.22, 6.141, 4.329, 1.52, 1.938, -5.835, -7.989, -20.655, -2.025, -14.14, -13.363, -17.209, 2.753, 1.472, -9.925, 5.935, 13.767, 9.633, 6.473, 2.943, 1.892, 9.101, 2.104, -1.251, -5.302, 3.727, 15.571, -4.174, 17.792, 9.507, None, None, None, None, 1.39, 2.95, 9.378, 0.968, -11.533, -4.206, 23.759, 13.879, 9.558, -8.39, 3.698, 12.587, 19.642, 6.019, 13.02, 5.384]
